OrderID,OrderDate,CustomerID,CustomerName,CustomerEmail,CustomerAge,CustomerSegment,Country,Region,ProductID,Category,SubCategory,ProductName,Sales,Quantity,Discount,Profit,ShippingMode
ORD-2022-100089,2023-11-18 17:02:19,CUS-1684,Dorothy Martin,awagner@example.org,42,Consumer,Tunisia,Africa,PROD-FUR-142,Furniture,Furnishings,Furnishings Model Basic,1820.4260788017862,2,0.0,440.4906032446447,Same Day
ORD-2024-100090,2024-05-06 07:09:08,CUS-1272,Joshua Blevins,brownmary@example.org,66,Small Business,Turkey,Europe,PROD-FUR-396,Furniture,Furnishings,Furnishings Model Basic,3899.5182674905464,8,0.5,1057.3320641094012,Standard Class
ORD-2022-100091,2024-06-14 17:48:06,CUS-3923,Denise Williams,donnafranco@example.org,19,Consumer,Mexico,South America,PROD-OFF-780,Office Supplies,Labels,Labels Model Pro,113.1983071851563,1,0.1,3.1976973498922425,Same Day
ORD-2024-100092,2025-09-11 04:07:42,CUS-1119,Valerie Hurst,zclark@example.net,40,Small Business,Syrian Arab Republic,Europe,PROD-TEC-491,Technology,Phones,Phones Model Basic,1132.3255675956973,4,0.15,83.61635837443706,First Class
ORD-2024-100093,2023-02-10 20:40:29,CUS-5037,David Miller,rarmstrong@example.net,68,Consumer,Pakistan,Asia-Pacific,PROD-FUR-951,Furniture,Bookcases,Bookcases Model Basic,8721.313506076704,9,0.0,1812.9054371919497,Standard Class
ORD-2024-100094,2024-10-11 14:09:15,CUS-2973,Brandon Ochoa Jr.,hodgebradley@example.org,56,Home Office,Jordan,Africa,PROD-FUR-339,Furniture,Furnishings,Furnishings Model Basic,5839.274583900437,9,0.15,1631.1795375638442,Second Class
ORD-2022-100095,2025-01-20 20:20:33,CUS-2081,Zachary Hansen,vdaniels@example.org,41,Small Business,Burkina Faso,North America,PROD-OFF-922,Office Supplies,Storage,Storage Model Pro,181.72575578098088,8,0.0,27.42173144521333,Standard Class
ORD-2022-100096,2024-01-11 09:35:34,CUS-3534,Amanda Small,rbrooks@example.com,44,Corporate,Netherlands,Africa,PROD-OFF-443,Office Supplies,Storage,Storage Model Pro,6304.2530655568535,7,0.0,1043.7656113584264,First Class
ORD-2024-100097,2024-05-31 11:11:06,CUS-4623,Catherine Dawson,alexis48@example.com,48,Small Business,American Samoa,Europe,PROD-TEC-210,Technology,Laptops,Laptops Model Basic,5546.647287585941,6,0.0,251.47544211841014,Same Day
ORD-2023-100098,2023-11-05 10:12:01,CUS-3103,Sergio Wilcox,justinbowman@example.org,51,Small Business,Cambodia,South America,PROD-FUR-872,Furniture,Tables,Tables Model Pro,2248.069252988787,4,0.0,348.1313198689154,Second Class
ORD-2023-100099,2024-11-09 11:59:37,CUS-5484,Carolyn Mack,ftorres@example.net,34,Home Office,French Polynesia,Africa,PROD-OFF-971,Office Supplies,Binders,Binders Model Pro,30.616640091290037,1,0.0,5.573725190514663,Same Day
ORD-2023-100100,2023-11-14 01:09:52,CUS-1892,Jessica Hernandez,xmartinez@example.org,18,Consumer,Norfolk Island,Asia-Pacific,PROD-FUR-551,Furniture,Bookcases,Bookcases Model Pro,659.306378882375,1,0.0,142.97696015413868,Same Day
ORD-2023-100101,2024-05-23 02:59:51,CUS-3545,Sheila Kim,karen96@example.org,65,Consumer,Saint Pierre and Miquelon,Europe,PROD-FUR-847,Furniture,Tables,Tables Model Plus,128.3943162827726,1,0.0,-6.801835315050321,Same Day
ORD-2023-100102,2023-04-23 06:06:37,CUS-5095,Christina Mendoza,shoffman@example.com,26,Home Office,Faroe Islands,South America,PROD-FUR-783,Furniture,Tables,Tables Model Basic,2039.6940300946378,7,0.5,483.10655858160146,First Class
ORD-2024-100103,2022-12-31 04:47:36,CUS-5803,Kendra Walker,vancesally@example.org,55,Consumer,Timor-Leste,Asia-Pacific,PROD-FUR-958,Furniture,Bookcases,Bookcases Model Plus,1599.0883230557554,4,0.5,349.64195649449124,First Class
ORD-2023-100104,2023-04-30 00:26:51,CUS-3027,Brittany Day,jaclynlawrence@example.com,69,Consumer,Argentina,North America,PROD-FUR-140,Furniture,Bookcases,Bookcases Model Plus,438.4104408672975,9,0.0,86.95874646569224,Same Day
ORD-2023-100105,2023-03-05 22:29:26,CUS-1502,Roy Nelson,kevin31@example.net,62,Home Office,Bangladesh,North America,PROD-OFF-647,Office Supplies,Storage,Storage Model Plus,519.0924147042482,3,0.1,11.28173094287385,Second Class
ORD-2023-100106,2023-05-17 10:29:07,CUS-1191,Derrick Atkins,rmann@example.net,19,Consumer,Canada,South America,PROD-FUR-855,Furniture,Chairs,Chairs Model Basic,9325.26964686736,10,0.0,2431.4066203797956,Standard Class
ORD-2024-100107,2022-12-29 21:27:53,CUS-2882,Jeffrey Stanley,gibbscindy@example.com,26,Consumer,Mauritania,South America,PROD-OFF-838,Office Supplies,Paper,Paper Model Basic,6990.3681839313185,7,0.0,1529.290418506755,Same Day
ORD-2024-100108,2023-12-27 23:29:30,CUS-5015,Donald Hunter,peterrose@example.net,44,Home Office,Madagascar,South America,PROD-OFF-826,Office Supplies,Paper,Paper Model X,3044.8307836567865,7,0.0,579.0203389823114,Same Day
ORD-2022-100109,2023-07-04 20:12:33,CUS-1343,Christopher Nunez,lauriekelly@example.org,65,Home Office,Jersey,Africa,PROD-TEC-867,Technology,Laptops,Laptops Model Pro,763.163797681319,3,0.0,130.44427154002025,Standard Class
ORD-2024-100110,2025-10-21 19:52:12,CUS-2116,Paul Rodriguez,lsellers@example.com,54,Consumer,Malta,Africa,PROD-TEC-993,Technology,Laptops,Laptops Model Plus,620.4667500940586,2,0.0,176.3817878842287,Second Class
ORD-2022-100111,2023-03-06 09:06:29,CUS-4773,Stephanie Anderson,arthurjones@example.com,44,Home Office,Armenia,South America,PROD-FUR-899,Furniture,Chairs,Chairs Model Basic,4033.8583352022915,9,0.1,123.91958698632205,First Class
